Number,STATUS,A,L,D,E,F,G,H,I,B,J,K,C,M,N,DATA_ID
3147,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3148,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3149,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3150,Not selected,A2,5,0,0,0,1,0,,,,0,,,,ABX
3151,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3152,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3153,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3154,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3155,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3156,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3157,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3158,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3159,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3160,Selected,A2,1,0,0,0,1,0,,,,0,,1,,ABX
3161,Not selected,A2,2,0,1,1,0,0,,,,1,,2,,ABX
3162,Not selected,A2,2,0,1,1,0,0,,,,1,,2,,ABX
3163,Not selected,A2,3,0,0,1,0,1,,,,1,,3,,ABX
3164,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3165,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3166,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3167,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3168,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3169,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3170,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3171,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3172,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3173,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3174,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3175,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3176,Not selected,A1,5,0,0,0,1,0,,,,0,,2,,ABX
3177,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3178,Not selected,A2,2,0,0,1,0,1,,,,0,,3,,ABX
3179,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3180,Not selected,A3,2,0,0,0,1,0,,,,0,,3,,ABX
3181,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3182,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3183,Not selected,A2,5,0,0,0,1,0,,,,1,,3,,ABX
3184,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3185,Not selected,A2,2,0,1,1,0,0,,,,0,,3,,ABX
3186,Not selected,A2,2,0,0,0,1,0,,,,1,,1,,ABX
3187,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3188,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3189,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3190,Not selected,A2,2,0,1,1,0,0,,,,1,,1,,ABX
3191,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3192,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3193,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3194,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3195,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3196,Not selected,A2,3,0,0,0,1,0,,,,,,3,,ABX
3197,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3198,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3199,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3200,Not selected,A1,2,0,0,0,1,0,,,,0,,1,,ABX
3201,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3202,Not selected,A2,5,0,0,0,1,0,,,,0,,2,,ABX
3203,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3204,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3205,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3206,Not selected,A1,5,0,0,0,1,0,,,,0,,1,,ABX
3207,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3208,Not selected,A3,5,0,0,0,1,0,,,,0,,3,,ABX
3209,Not selected,A2,3,0,0,0,1,0,,,,1,,3,,ABX
3210,Not selected,A2,1,0,1,1,0,0,,,,0,,1,,ABX
3211,Not selected,A2,1,0,0,0,1,0,,,,0,,1,,ABX
3212,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3213,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3214,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3215,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3216,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3217,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3218,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3219,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3220,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3221,Selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3222,Not selected,A2,3,0,0,0,1,0,,,,1,,3,,ABX
3223,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3224,Not selected,A1,3,0,0,0,1,0,,,,1,,3,,ABX
3225,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3226,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3227,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3228,Not selected,A2,3,1,0,1,0,0,,,,0,,1,,ABX
3229,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3230,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3231,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3232,Not selected,A2,1,1,0,1,0,0,,,,0,,3,,ABX
3233,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3234,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3235,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3236,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3237,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3238,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3239,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3240,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3241,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3242,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3243,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3244,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3245,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3246,Not selected,A1,3,0,0,0,0,0,,,,0,,3,,ABX
3247,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3248,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3249,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3250,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3251,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3252,Not selected,A3,1,0,0,0,1,0,,,,0,,3,,ABX
3253,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3254,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3255,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3256,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3257,Not selected,A2,1,0,0,0,1,0,,,,0,,1,,ABX
3258,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3259,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3260,Not selected,A2,3,0,0,0,1,0,,,,1,,3,,ABX
3261,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3262,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3263,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3264,Selected,A1,3,0,1,1,0,0,,,,1,,1,,ABX
3265,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3266,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3267,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3268,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3269,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3270,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3271,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3272,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3273,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3274,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3275,Not selected,A1,3,0,0,0,1,0,,,,1,,1,,ABX
3276,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3277,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3278,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3279,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3280,Not selected,A2,5,1,0,1,0,0,,,,0,,1,,ABX
3281,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3282,Not selected,A2,2,0,0,0,1,0,,,,1,,3,,ABX
3283,Not selected,A1,2,0,0,0,1,0,,,,0,,1,,ABX
3284,Not selected,A2,3,0,0,0,1,0,,,,1,,3,,ABX
3285,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3286,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3287,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3288,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3289,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3290,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3291,Not selected,A2,1,0,0,0,1,0,,,,0,,1,,ABX
3292,Not selected,A1,3,0,0,0,1,0,,,,1,,3,,ABX
3293,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3294,Not selected,A1,3,0,0,0,1,0,,,,,,3,,ABX
3295,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3296,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3297,Not selected,A2,2,0,0,1,0,1,,,,1,,1,,ABX
3298,Not selected,A2,3,0,0,0,1,0,,,,,,3,,ABX
3299,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3300,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3301,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3302,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3303,Not selected,A1,2,0,1,1,0,0,,,,1,,3,,ABX
3304,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3305,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3306,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3307,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3308,Not selected,A1,1,0,0,0,1,0,,,,0,,3,,ABX
3309,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3310,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3311,Selected,A1,1,0,0,0,1,0,,,,0,,1,,ABX
3312,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3313,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3314,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3315,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3316,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3317,Not selected,A2,5,0,0,0,1,0,,,,,,3,,ABX
3318,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3319,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3320,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3321,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3322,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3323,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3324,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3325,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3326,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3327,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3328,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3329,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3330,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3331,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3332,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3333,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3334,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3335,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3336,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3337,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3338,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3339,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3340,Selected,A1,1,0,1,1,0,0,,,,0,,1,,ABX
3341,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3342,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3343,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3344,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3345,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3346,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3347,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3348,Selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3349,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3350,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3351,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3352,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3353,Not selected,A2,1,0,0,0,1,0,,,,0,,3,,ABX
3354,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3355,Not selected,A2,3,0,0,0,1,0,,,,0,,2,,ABX
3356,Not selected,A1,5,0,0,0,1,0,,,,0,,1,,ABX
3357,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3358,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3359,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3360,Selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3361,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3362,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3363,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3364,Not selected,A1,5,0,0,0,1,0,,,,0,,2,,ABX
3365,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3366,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3367,Selected,A1,5,1,0,1,0,0,,,,0,,3,,ABX
3368,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3369,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3370,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3371,Not selected,A2,3,0,0,1,0,1,,,,0,,3,,ABX
3372,Selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3373,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3374,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3375,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3376,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3377,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3378,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3379,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3380,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3381,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3382,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3383,Not selected,A1,2,0,0,1,0,1,,,,0,,3,,ABX
3384,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3385,Not selected,A2,3,0,0,1,0,1,,,,0,,1,,ABX
3386,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3387,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3388,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3389,Not selected,A1,5,0,0,0,1,0,,,,0,,2,,ABX
3390,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3391,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3392,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3393,Selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3394,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3395,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3396,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3397,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3398,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3399,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3400,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3401,Not selected,A2,5,0,0,0,1,0,,,,0,,2,,ABX
3402,Not selected,A1,5,0,0,0,1,0,,,,1,,3,,ABX
3403,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3404,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3405,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3406,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3407,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3408,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3409,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3410,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3411,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3412,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3413,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3414,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3415,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3416,Not selected,A1,5,0,0,1,0,1,,,,0,,3,,ABX
3417,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3418,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3419,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3420,Not selected,A1,2,0,1,1,0,0,,,,0,,3,,ABX
3421,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3422,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3423,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3424,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3425,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3426,Not selected,A2,1,0,0,0,1,0,,,,0,,1,,ABX
3427,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3428,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3429,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3430,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3431,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3432,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3433,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3434,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3435,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3436,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3437,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3438,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3439,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3440,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3441,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3442,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3443,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3444,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3445,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3446,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3447,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3448,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3449,Not selected,A1,1,0,0,0,1,0,,,,0,,3,,ABX
3450,Not selected,A1,1,0,1,1,0,0,,,,0,,1,,ABX
3451,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3452,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3453,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3454,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3455,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3456,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3457,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3458,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3459,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3460,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3461,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3462,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3463,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3464,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3465,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3466,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3467,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3468,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3469,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3470,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3471,Not selected,A1,1,0,0,0,1,0,,,,0,,3,,ABX
3472,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3473,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3474,Not selected,A3,3,0,0,0,1,0,,,,0,,1,,ABX
3475,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3476,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3477,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3478,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3479,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3480,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3481,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3482,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3483,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3484,Not selected,A1,2,0,0,0,1,0,,,,0,,3,,ABX
3485,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3486,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3487,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3488,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3489,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3490,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3491,Not selected,A2,3,0,1,1,0,0,,,,0,,3,,ABX
3492,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3493,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3494,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3495,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3496,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3497,Not selected,A3,2,0,0,0,1,0,,,,0,,1,,ABX
3498,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3499,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3500,Not selected,A2,5,0,1,1,0,0,,,,0,,3,,ABX
3501,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3502,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3503,Not selected,A2,2,0,1,1,0,0,,,,0,,3,,ABX
3504,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3505,Not selected,A2,5,0,1,1,0,0,,,,0,,3,,ABX
3506,Not selected,A2,1,0,0,0,1,0,,,,0,,3,,ABX
3507,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3508,Not selected,A2,5,0,0,0,1,0,,,,1,,3,,ABX
3509,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3510,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3511,Not selected,A1,3,0,0,0,1,0,,,,1,,1,,ABX
3512,Not selected,A1,3,0,0,0,1,0,,,,0,,1,,ABX
3513,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3514,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3515,Not selected,A2,3,0,0,0,1,0,,,,,,3,,ABX
3516,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3517,Not selected,A2,3,0,0,0,1,0,,,,1,,1,,ABX
3518,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3519,Not selected,A1,3,0,0,0,1,0,,,,0,,3,,ABX
3520,Not selected,A1,2,0,0,0,1,0,,,,0,,1,,ABX
3521,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3522,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3523,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3524,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3525,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3526,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3527,Not selected,A2,3,0,0,0,1,0,,,,0,,1,,ABX
3528,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
3529,Not selected,A2,2,0,0,0,1,0,,,,0,,1,,ABX
3530,Not selected,A2,5,0,0,0,1,0,,,,0,,1,,ABX
3531,Not selected,A2,2,0,0,0,1,0,,,,0,,3,,ABX
3532,Not selected,A1,5,0,0,0,1,0,,,,0,,3,,ABX
3533,Not selected,A2,5,0,0,0,1,0,,,,0,,3,,ABX
3534,Not selected,A2,3,0,0,0,1,0,,,,0,,3,,ABX
